,description,category,amount,time,source,title,amount_without_iof,account,id,tokenized,href,details.status,details.subcategory,_links.self.href,details.tags,details.charges.count,details.charges.amount,details.lat,details.lon,details.fx.currency_origin,details.fx.amount_origin,details.fx.amount_usd,details.fx.precise_amount_origin,details.fx.precise_amount_usd,details.fx.exchange_rate
687,Mercpago,transaction,10588,2018-08-07T01:35:14Z,,outros,,,5b68f753-1114-4fb1-a63b-3a02a26c1ff5,,nuapp://transaction/5b68f753-1114-4fb1-a63b-3a02a26c1ff5,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b68f753-1114-4fb1-a63b-3a02a26c1ff5,,,,-23.6537859,-46.6898649,,,,,,
688,Uber do Brasil Tecnolo,transaction,4302,2018-08-06T01:53:37Z,,transporte,,,5b67aa21-cabf-4c64-9290-0dbbc4aa75d0,,nuapp://transaction/5b67aa21-cabf-4c64-9290-0dbbc4aa75d0,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b67aa21-cabf-4c64-9290-0dbbc4aa75d0,,,,-23.5913795,-46.8400026,,,,,,
689,Bikesampa,transaction,4000,2018-08-05T15:16:36Z,,transporte,,,5b6714d4-ea8d-43b1-840d-2ea2793c5bb2,,nuapp://transaction/5b6714d4-ea8d-43b1-840d-2ea2793c5bb2,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b6714d4-ea8d-43b1-840d-2ea2793c5bb2,,,,-23.6078621,-46.6601177,,,,,,
690,Lanchonete 4 Esquinas,transaction,3460,2018-08-04T21:19:02Z,,restaurante,,,5b661847-f179-40be-8fcf-692f80676580,,nuapp://transaction/5b661847-f179-40be-8fcf-692f80676580,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b661847-f179-40be-8fcf-692f80676580,,,,-23.5648766,-46.6813241,,,,,,
691,Z Deli,transaction,6384,2018-08-04T19:04:17Z,,restaurante,,,5b65f8b2-a5fa-435b-a131-c2cf51995741,,nuapp://transaction/5b65f8b2-a5fa-435b-a131-c2cf51995741,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b65f8b2-a5fa-435b-a131-c2cf51995741,,,,-23.5641174,-46.6792836,,,,,,
692,Decathlon,transaction,46791,2018-08-04T17:08:08Z,,vestuário,,,5b65dd78-22d8-4dc1-8347-3abceab6b87a,,nuapp://transaction/5b65dd78-22d8-4dc1-8347-3abceab6b87a,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b65dd78-22d8-4dc1-8347-3abceab6b87a,,6.0,7798.0,-23.6106976,-46.7028167,,,,,,
693,Pag*Cavc,transaction,350,2018-08-03T00:18:06Z,,outros,,,5b639f40-d07b-48c7-9b48-c9f90bbec09f,,nuapp://transaction/5b639f40-d07b-48c7-9b48-c9f90bbec09f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b639f40-d07b-48c7-9b48-c9f90bbec09f,,,,-23.5570835,-46.7290223,,,,,,
694,Mostarda Grill,transaction,1870,2018-07-30T16:52:31Z,,restaurante,,,5b5f4250-4fa0-4381-af46-ee04856eafe7,,nuapp://transaction/5b5f4250-4fa0-4381-af46-ee04856eafe7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5f4250-4fa0-4381-af46-ee04856eafe7,,,,-23.5987645,-46.6901349,,,,,,
695,Sweetco,transaction,350,2018-07-30T12:46:06Z,,restaurante,,,5b5f088e-62bf-4026-949b-1ea63ec0bb12,,nuapp://transaction/5b5f088e-62bf-4026-949b-1ea63ec0bb12,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5f088e-62bf-4026-949b-1ea63ec0bb12,,,,-23.5985361,-46.6900485,,,,,,
696,Mercpago*Mercadolivre,transaction,7170,2018-07-30T04:14:04Z,,outros,,,5b5e908c-2a83-4dd6-80ec-d23efb617aeb,,nuapp://transaction/5b5e908c-2a83-4dd6-80ec-d23efb617aeb,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5e908c-2a83-4dd6-80ec-d23efb617aeb,,12.0,597.0,-23.653768,-46.6898715,,,,,,
697,Google Play Strava Inc,transaction,1200,2018-07-29T23:04:28Z,,serviços,,,5b5e47fd-e173-4e00-822c-5e5981e15f5b,,nuapp://transaction/5b5e47fd-e173-4e00-822c-5e5981e15f5b,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5e47fd-e173-4e00-822c-5e5981e15f5b,,,,-23.6537623,-46.6898572,,,,,,
698,Pao de Ac,transaction,4976,2018-07-29T18:09:50Z,,supermercado,,,5b5e02ef-6217-4faa-b800-0e005bee8c5b,,nuapp://transaction/5b5e02ef-6217-4faa-b800-0e005bee8c5b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5e02ef-6217-4faa-b800-0e005bee8c5b,,,,-23.6162769,-46.7394498,,,,,,
699,Azulao Auto Posto,transaction,550,2018-07-29T16:39:55Z,,transporte,,,5b5deddc-5a98-4224-b406-cdc681d4f3af,,nuapp://transaction/5b5deddc-5a98-4224-b406-cdc681d4f3af,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5deddc-5a98-4224-b406-cdc681d4f3af,,,,-23.5735482,-46.7103358,,,,,,
700,Lanchonete do Baianinh,transaction,1650,2018-07-28T00:03:06Z,,restaurante,,,5b5bb2bb-2e5b-4d6e-8d2a-8bddf810d23d,,nuapp://transaction/5b5bb2bb-2e5b-4d6e-8d2a-8bddf810d23d,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5bb2bb-2e5b-4d6e-8d2a-8bddf810d23d,,,,-23.5671675,-46.686515,,,,,,
701,Bar do Urso Pinheiros,transaction,1000,2018-07-27T22:10:13Z,,restaurante,,,5b5b9845-2989-45ce-a08f-5f4e1403375a,,nuapp://transaction/5b5b9845-2989-45ce-a08f-5f4e1403375a,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5b9845-2989-45ce-a08f-5f4e1403375a,,,,-23.5665504,-46.6855023,,,,,,
702,Sweetco,transaction,300,2018-07-27T16:37:33Z,,restaurante,,,5b5b4a4d-146e-4f12-b89a-0bdfacb8c7a4,,nuapp://transaction/5b5b4a4d-146e-4f12-b89a-0bdfacb8c7a4,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5b4a4d-146e-4f12-b89a-0bdfacb8c7a4,,,,-23.5985843,-46.6900643,,,,,,
703,Sweetco,transaction,300,2018-07-27T12:56:39Z,,restaurante,,,5b5b1688-6eea-4d12-ac33-ac3ba5914442,,nuapp://transaction/5b5b1688-6eea-4d12-ac33-ac3ba5914442,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5b1688-6eea-4d12-ac33-ac3ba5914442,,,,-23.5985703,-46.6900449,,,,,,
704,Pag*Restaurantetijoli,transaction,2211,2018-07-26T16:25:03Z,,restaurante,,,5b59f5df-1091-4a38-a433-069d571d9a02,,nuapp://transaction/5b59f5df-1091-4a38-a433-069d571d9a02,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b59f5df-1091-4a38-a433-069d571d9a02,,,,-23.5985875,-46.6900955,,,,,,
705,Tecban Hirota Cardo,transaction,5000,2018-07-25T20:28:53Z,,serviços,,,5b58dd87-4e13-4f38-adde-6538a5710438,,nuapp://transaction/5b58dd87-4e13-4f38-adde-6538a5710438,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b58dd87-4e13-4f38-adde-6538a5710438,,,,-23.5964888,-46.689122,,,,,,
706,Mostarda Grill,transaction,1820,2018-07-25T15:58:31Z,,restaurante,,,5b589e27-cc4b-414e-8b18-395d08bd6f44,,nuapp://transaction/5b589e27-cc4b-414e-8b18-395d08bd6f44,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b589e27-cc4b-414e-8b18-395d08bd6f44,,,,-23.5986939,-46.6902256,,,,,,
707,Degusti Gastronomia Ca,transaction,1990,2018-07-23T16:57:13Z,,restaurante,,,5b5608ea-bad2-4c07-8ce2-4fc2e2444c34,,nuapp://transaction/5b5608ea-bad2-4c07-8ce2-4fc2e2444c34,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5608ea-bad2-4c07-8ce2-4fc2e2444c34,,,,-23.5986,-46.690017,,,,,,
708,Danielle Goncalves Aze,transaction,700,2018-07-23T12:57:23Z,,supermercado,,,5b55d0b4-94ad-44a1-99ee-fbc301ee480b,,nuapp://transaction/5b55d0b4-94ad-44a1-99ee-fbc301ee480b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b55d0b4-94ad-44a1-99ee-fbc301ee480b,,,,-23.5990658,-46.6896912,,,,,,
709,R F da Silva Materiais,transaction,1000,2018-07-21T17:25:49Z,,casa,,,5b536c9f-baac-4b6d-905d-6890b191ba71,,nuapp://transaction/5b536c9f-baac-4b6d-905d-6890b191ba71,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b536c9f-baac-4b6d-905d-6890b191ba71,,,,-23.986262,-46.2035419,,,,,,
710,Comprebem 1875 Enseada,transaction,3050,2018-07-21T17:11:53Z,,supermercado,,,5b53695a-82e8-4b7d-b918-eae2586531e7,,nuapp://transaction/5b53695a-82e8-4b7d-b918-eae2586531e7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b53695a-82e8-4b7d-b918-eae2586531e7,,,,-23.9849979,-46.2013069,,,,,,
711,Paes e Doces Vitoria,transaction,2640,2018-07-21T16:36:35Z,,restaurante,,,5b536115-81d8-4f9e-a289-ab46690fddc1,,nuapp://transaction/5b536115-81d8-4f9e-a289-ab46690fddc1,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b536115-81d8-4f9e-a289-ab46690fddc1,,,,-23.9861624,-46.2034807,,,,,,
712,Comprebem 1875 Enseada,transaction,5800,2018-07-21T01:08:21Z,,supermercado,,,5b528786-9414-4efb-8cc5-3bfca4a65631,,nuapp://transaction/5b528786-9414-4efb-8cc5-3bfca4a65631,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b528786-9414-4efb-8cc5-3bfca4a65631,,,,-23.9849821,-46.2014472,,,,,,
713,Drive Sp Av Washingto,transaction,1500,2018-07-20T21:52:50Z,,restaurante,,,5b5259b3-1387-416d-8593-e0c2209f9062,,nuapp://transaction/5b5259b3-1387-416d-8593-e0c2209f9062,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5259b3-1387-416d-8593-e0c2209f9062,,,,-23.6559515,-46.6942461,,,,,,
714,Pag*Mostardagrill,transaction,1098,2018-07-20T16:12:28Z,,restaurante,,,5b5209ed-1806-414b-88e2-7edd6294f395,,nuapp://transaction/5b5209ed-1806-414b-88e2-7edd6294f395,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b5209ed-1806-414b-88e2-7edd6294f395,,,,-23.601067,-46.6911215,,,,,,
715,Jarbas Rogerio Paz,transaction,700,2018-07-20T12:35:36Z,,restaurante,,,5b51d719-abad-471d-adb6-20dc1829b1fa,,nuapp://transaction/5b51d719-abad-471d-adb6-20dc1829b1fa,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b51d719-abad-471d-adb6-20dc1829b1fa,,,,-23.5986106,-46.6900181,,,,,,
716,Sweetco,transaction,300,2018-07-20T12:00:56Z,,restaurante,,,5b51cef8-2622-481d-b638-d3ce6125329a,,nuapp://transaction/5b51cef8-2622-481d-b638-d3ce6125329a,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b51cef8-2622-481d-b638-d3ce6125329a,,,,-23.5986098,-46.6900321,,,,,,
717,Pag*Chavesmiotto,transaction,700,2018-07-16T16:58:33Z,,serviços,,,5b4cceb9-1c78-4afc-9c4f-a64e30f39e86,,nuapp://transaction/5b4cceb9-1c78-4afc-9c4f-a64e30f39e86,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b4cceb9-1c78-4afc-9c4f-a64e30f39e86,,,,-23.5986083,-46.690033,,,,,,
718,Uber do Brasil Tecnolo,transaction,1283,2018-07-14T10:03:47Z,,transporte,,,5b49ca84-157b-477a-8985-cae8a1e2ba11,,nuapp://transaction/5b49ca84-157b-477a-8985-cae8a1e2ba11,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b49ca84-157b-477a-8985-cae8a1e2ba11,,,,-23.5880163,-46.7139152,,,,,,
719,Extra Jaguare,transaction,2750,2018-07-14T03:10:18Z,,supermercado,,,5b49699a-8dd0-40b2-9397-44d2f809e9be,,nuapp://transaction/5b49699a-8dd0-40b2-9397-44d2f809e9be,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b49699a-8dd0-40b2-9397-44d2f809e9be,,,,-23.5574779,-46.7472673,,,,,,
720,Decathlon,transaction,499,2018-07-09T19:19:53Z,,vestuário,,,5b43b55a-3780-4950-906e-7aa5db66ccd7,,nuapp://transaction/5b43b55a-3780-4950-906e-7aa5db66ccd7,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b43b55a-3780-4950-906e-7aa5db66ccd7,,,,-23.6110184,-46.7028996,,,,,,
721,Restaurante Caravelas,transaction,4500,2018-07-08T18:16:25Z,,restaurante,,,5b4254fa-cc6e-43a9-a794-19b6bca291cc,,nuapp://transaction/5b4254fa-cc6e-43a9-a794-19b6bca291cc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b4254fa-cc6e-43a9-a794-19b6bca291cc,,,,-23.9410165,-46.1772794,,,,,,
722,Bar e Lanchonete Carav,transaction,4500,2018-07-08T18:15:12Z,,restaurante,,,5b4254b1-05e5-4ede-a9b5-dd5a1b6e07a4,,nuapp://transaction/5b4254b1-05e5-4ede-a9b5-dd5a1b6e07a4,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b4254b1-05e5-4ede-a9b5-dd5a1b6e07a4,,,,-23.9410082,-46.1772777,,,,,,
723,Mercadao Atacadista,transaction,1374,2018-07-08T14:29:23Z,,casa,,,5b421fc4-2ddf-40f5-8af7-f5f900dfd77c,,nuapp://transaction/5b421fc4-2ddf-40f5-8af7-f5f900dfd77c,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b421fc4-2ddf-40f5-8af7-f5f900dfd77c,,,,-23.9387826,-46.1803444,,,,,,
724,Pao de Acucar Lj,transaction,13338,2018-07-06T17:01:20Z,,supermercado,,,5b3fa060-7001-4380-a378-f1e4c9f930fc,,nuapp://transaction/5b3fa060-7001-4380-a378-f1e4c9f930fc,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b3fa060-7001-4380-a378-f1e4c9f930fc,,,,,,,,,,,
725,Google Play Headspace,transaction,1599,2018-07-03T17:21:35Z,,serviços,,,5b3bb0a0-8428-4cf4-82cd-5ad01cbbda8f,,nuapp://transaction/5b3bb0a0-8428-4cf4-82cd-5ad01cbbda8f,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b3bb0a0-8428-4cf4-82cd-5ad01cbbda8f,,,,-23.5987181,-46.6900162,,,,,,
726,Decathlon,transaction,36582,2018-07-01T20:52:45Z,,lazer,,,5b393f1d-3c0e-4661-8e14-958f3b92098e,,nuapp://transaction/5b393f1d-3c0e-4661-8e14-958f3b92098e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b393f1d-3c0e-4661-8e14-958f3b92098e,,6.0,6097.0,-23.6110329,-46.7028448,,,,,,
727,Pag*Cavc,transaction,1000,2018-07-01T01:08:41Z,,outros,,,5b38299a-d233-40b6-aaea-dd451f8ea5b8,,nuapp://transaction/5b38299a-d233-40b6-aaea-dd451f8ea5b8,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b38299a-d233-40b6-aaea-dd451f8ea5b8,,,,-23.5569593,-46.7290716,,,,,,
728,Extra Interlagos,transaction,3887,2018-06-30T02:37:06Z,,supermercado,,,5b36ecd2-2170-40f4-b902-52e5c763f74b,,nuapp://transaction/5b36ecd2-2170-40f4-b902-52e5c763f74b,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b36ecd2-2170-40f4-b902-52e5c763f74b,,,,-23.6639226,-46.6798602,,,,,,
729,Sweetco,transaction,350,2018-06-29T11:53:49Z,,restaurante,,,5b361dce-8d20-456c-8e6d-b73dedbe050f,,nuapp://transaction/5b361dce-8d20-456c-8e6d-b73dedbe050f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b361dce-8d20-456c-8e6d-b73dedbe050f,,,,-23.5986188,-46.6899811,,,,,,
730,Sweetco,transaction,300,2018-06-29T11:53:16Z,,restaurante,,,5b361dad-6851-4900-a0a3-749f09ddf24f,,nuapp://transaction/5b361dad-6851-4900-a0a3-749f09ddf24f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b361dad-6851-4900-a0a3-749f09ddf24f,,,,-23.5986105,-46.6899754,,,,,,
731,Pao de Acucar Lj,transaction,2390,2018-06-23T21:37:23Z,,supermercado,,,5b2ebd93-c9df-4e85-8def-28e5032bd30a,,nuapp://transaction/5b2ebd93-c9df-4e85-8def-28e5032bd30a,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2ebd93-c9df-4e85-8def-28e5032bd30a,,,,-23.6556555,-46.6916637,,,,,,
732,Drogasil,transaction,445,2018-06-23T21:15:01Z,,saúde,,,5b2eb856-fb78-42df-b19a-147cafb00075,,nuapp://transaction/5b2eb856-fb78-42df-b19a-147cafb00075,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2eb856-fb78-42df-b19a-147cafb00075,,,,-23.656652,-46.6916154,,,,,,
733,Summer,transaction,249,2018-06-23T21:09:17Z,,transporte,,,5b2eb6fe-694e-45d8-b8b0-9018a8056e91,,nuapp://transaction/5b2eb6fe-694e-45d8-b8b0-9018a8056e91,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2eb6fe-694e-45d8-b8b0-9018a8056e91,,,,-23.6549515,-46.6913873,,,,,,
734,Summer,transaction,650,2018-06-23T21:08:30Z,,transporte,,,5b2eb6cf-9961-4cb0-b8fd-7f97d4107044,,nuapp://transaction/5b2eb6cf-9961-4cb0-b8fd-7f97d4107044,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2eb6cf-9961-4cb0-b8fd-7f97d4107044,,,,-23.654952,-46.6913894,,,,,,
735,Sweetco,transaction,300,2018-06-22T18:44:54Z,,restaurante,,,5b2d43a7-cbdc-413b-b35a-36881a7d753f,,nuapp://transaction/5b2d43a7-cbdc-413b-b35a-36881a7d753f,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2d43a7-cbdc-413b-b35a-36881a7d753f,,,,-23.5986452,-46.6901001,,,,,,
736,Tecban Lc Guararape,transaction,2000,2018-06-18T15:39:19Z,,serviços,,,5b27d229-5a0e-40d0-bee6-82cf928b8549,,nuapp://transaction/5b27d229-5a0e-40d0-bee6-82cf928b8549,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b27d229-5a0e-40d0-bee6-82cf928b8549,,,,-23.60306,-46.6919637,,,,,,
737,Mercpago,transaction,3647,2018-06-17T20:59:32Z,,outros,,,5b26cbb4-2e7e-4391-9a42-0d64684cc995,,nuapp://transaction/5b26cbb4-2e7e-4391-9a42-0d64684cc995,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b26cbb4-2e7e-4391-9a42-0d64684cc995,,6.0,607.0,-23.6534441,-46.6901512,,,,,,
738,Sumup *Micheltabuleir,transaction,500,2018-06-16T23:46:37Z,,lazer,,,5b25a15e-a3f6-439d-8333-d7d3fdf46df5,,nuapp://transaction/5b25a15e-a3f6-439d-8333-d7d3fdf46df5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b25a15e-a3f6-439d-8333-d7d3fdf46df5,,,,-23.5622256,-46.655323,,,,,,
739,Pao de Acucar Lj,transaction,2023,2018-06-16T16:52:58Z,,supermercado,,,5b25406a-42d0-464f-a50c-74e85adbf9f1,,nuapp://transaction/5b25406a-42d0-464f-a50c-74e85adbf9f1,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b25406a-42d0-464f-a50c-74e85adbf9f1,,,,-23.6556888,-46.6916142,,,,,,
740,Sweetco,transaction,350,2018-06-15T11:59:10Z,,restaurante,,,5b23aa0f-1d68-496d-ab5d-cd805eeb7034,,nuapp://transaction/5b23aa0f-1d68-496d-ab5d-cd805eeb7034,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b23aa0f-1d68-496d-ab5d-cd805eeb7034,,,,-23.598604,-46.6899804,,,,,,
741,Dona So,transaction,2140,2018-06-13T15:43:16Z,,restaurante,,,5b2140ba-9a52-46fe-8f40-5ac96eebe063,,nuapp://transaction/5b2140ba-9a52-46fe-8f40-5ac96eebe063,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b2140ba-9a52-46fe-8f40-5ac96eebe063,,,,-23.5987398,-46.6901025,,,,,,
742,Dona So,transaction,2370,2018-06-12T16:02:02Z,,restaurante,,,5b1fee7b-e36a-460f-9dcc-49f640d5735e,,nuapp://transaction/5b1fee7b-e36a-460f-9dcc-49f640d5735e,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b1fee7b-e36a-460f-9dcc-49f640d5735e,,,,-23.5987764,-46.6901496,,,,,,
743,Pag*Joaopauloinacioda,transaction,1100,2018-06-12T02:06:07Z,,serviços,,,5b1f2a90-4d2c-4c95-aac8-9df27e6c8164,,nuapp://transaction/5b1f2a90-4d2c-4c95-aac8-9df27e6c8164,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b1f2a90-4d2c-4c95-aac8-9df27e6c8164,,,,-23.5712262,-46.7081395,,,,,,
744,Sweden Buffet,transaction,900,2018-06-09T00:08:18Z,,restaurante,,,5b1b1a72-cdb8-483a-9e0b-3b4b7384f825,,nuapp://transaction/5b1b1a72-cdb8-483a-9e0b-3b4b7384f825,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b1b1a72-cdb8-483a-9e0b-3b4b7384f825,,,,-23.5589468,-46.7293388,,,,,,
745,Pag*Sabordaesquina,transaction,3300,2018-06-08T16:15:11Z,,restaurante,,,5b1aab90-b183-44bc-baa6-d1b001768d56,,nuapp://transaction/5b1aab90-b183-44bc-baa6-d1b001768d56,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b1aab90-b183-44bc-baa6-d1b001768d56,,,,-23.5987685,-46.6900538,,,,,,
746,Pag*Sabordaesquina,transaction,900,2018-06-07T22:52:59Z,,restaurante,,,5b19b74c-46bd-42b1-a1f7-4b432562bd05,,nuapp://transaction/5b19b74c-46bd-42b1-a1f7-4b432562bd05,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b19b74c-46bd-42b1-a1f7-4b432562bd05,,,,-23.6005239,-46.6887063,,,,,,
747,Pag*Sabordaesquina,transaction,500,2018-06-07T21:56:20Z,,restaurante,,,5b19aa05-fea1-4542-b087-6fe9769886d3,,nuapp://transaction/5b19aa05-fea1-4542-b087-6fe9769886d3,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b19aa05-fea1-4542-b087-6fe9769886d3,,,,,,,,,,,
748,Pag*Sabordaesquina,transaction,2500,2018-06-07T16:52:53Z,,restaurante,,,5b1962e6-5bbc-4d01-adf5-c4ddedf24c05,,nuapp://transaction/5b1962e6-5bbc-4d01-adf5-c4ddedf24c05,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b1962e6-5bbc-4d01-adf5-c4ddedf24c05,,,,-23.6005239,-46.6887063,,,,,,
749,Pag*Joaopauloinacioda,transaction,650,2018-06-07T02:21:00Z,,serviços,,,5b18968d-b7b8-424c-9073-ab49aaf80134,,nuapp://transaction/5b18968d-b7b8-424c-9073-ab49aaf80134,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b18968d-b7b8-424c-9073-ab49aaf80134,,,,-23.6530496,-46.6843904,,,,,,
750,Uber do Brasil Tecnolo,transaction,842,2018-06-06T18:23:05Z,,transporte,,,5b182689-aa16-420f-94dc-a844a2d4a890,,nuapp://transaction/5b182689-aa16-420f-94dc-a844a2d4a890,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b182689-aa16-420f-94dc-a844a2d4a890,,,,-23.5590941,-46.7290222,,,,,,
751,Floriano Restaurante ,transaction,1860,2018-06-06T18:14:19Z,,restaurante,,,5b18247b-a84f-4947-af66-16f599eb2011,,nuapp://transaction/5b18247b-a84f-4947-af66-16f599eb2011,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b18247b-a84f-4947-af66-16f599eb2011,,,,-23.5707196,-46.7096271,,,,,,
752,Sweden,transaction,500,2018-06-05T22:21:35Z,,lazer,,,5b170cef-852a-4a5e-9643-fff398d98e11,,nuapp://transaction/5b170cef-852a-4a5e-9643-fff398d98e11,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b170cef-852a-4a5e-9643-fff398d98e11,,,,-23.5589419,-46.7290256,,,,,,
753,Brigadeiro D&C,transaction,1411,2018-06-03T19:28:43Z,,restaurante,,,5b14416b-cfbc-4169-9f00-d1780f3a96da,,nuapp://transaction/5b14416b-cfbc-4169-9f00-d1780f3a96da,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b14416b-cfbc-4169-9f00-d1780f3a96da,,,,-23.5645696,-46.6804786,,,,,,
754,Google Play Headspace,transaction,1599,2018-06-03T17:21:35Z,,serviços,,,5b14239f-cef4-45ed-89f1-d14d8e5ee09a,,nuapp://transaction/5b14239f-cef4-45ed-89f1-d14d8e5ee09a,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b14239f-cef4-45ed-89f1-d14d8e5ee09a,,,,-23.5462737,-46.7272989,,,,,,
755,Dale Milanesa Ltda,transaction,490,2018-06-01T23:12:23Z,,casa,,,5b11d2d8-e337-44b3-ac15-01714e575493,,nuapp://transaction/5b11d2d8-e337-44b3-ac15-01714e575493,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b11d2d8-e337-44b3-ac15-01714e575493,,,,-23.56733,-46.651682,,,,,,
756,Subway Santos-Brigadei,transaction,3200,2018-06-01T22:00:19Z,,restaurante,,,5b11c1f4-d79d-4db3-bbd8-77eb229f1af5,,nuapp://transaction/5b11c1f4-d79d-4db3-bbd8-77eb229f1af5,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b11c1f4-d79d-4db3-bbd8-77eb229f1af5,,,,-23.5688395,-46.6498904,,,,,,
757,Tecban Select Summe,transaction,5000,2018-05-31T00:07:53Z,,serviços,,,5b0f3cdb-474f-4293-97f3-e209f9aa0812,,nuapp://transaction/5b0f3cdb-474f-4293-97f3-e209f9aa0812,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b0f3cdb-474f-4293-97f3-e209f9aa0812,,,,-23.6549497,-46.6914064,,,,,,
758,Mercpago,transaction,11949,2018-05-30T18:31:14Z,,outros,,,5b0eedf2-3eb0-4b41-9542-a89dcada7794,,nuapp://transaction/5b0eedf2-3eb0-4b41-9542-a89dcada7794,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b0eedf2-3eb0-4b41-9542-a89dcada7794,,12.0,995.0,-23.695482,-46.8321769,,,,,,
759,Mercpago,transaction,104999,2018-05-25T16:05:53Z,,outros,,,5b083461-da10-4788-abc5-0959cd1560dd,,nuapp://transaction/5b083461-da10-4788-abc5-0959cd1560dd,,card_not_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b083461-da10-4788-abc5-0959cd1560dd,,4.0,26249.0,-23.6535277,-46.6901527,,,,,,
760,Pag*Cavc,transaction,200,2018-05-22T22:05:12Z,,outros,,,5b049418-8576-4e47-94db-d66d48c65466,,nuapp://transaction/5b049418-8576-4e47-94db-d66d48c65466,,card_present,https://prod-s2-facade.nubank.com.br/api/transactions/5b049418-8576-4e47-94db-d66d48c65466,,,,-23.5569867,-46.7290312,,,,,,
